order_date_dateorders,daily_orders,daily_sales,daily_avg_benefit,daily_late_rate
2015-01-04 17:20:00,5,589.91,0.4,0.0
2015-01-04 17:41:00,3,509.94,39.97,1.0
2015-01-04 18:23:00,3,409.94,-70.21,1.0
2015-01-04 18:44:00,2,449.98,49.73,1.0
2015-01-04 19:26:00,4,879.86,73.05,0.0
2015-01-04 19:47:00,1,100.0,27.63,0.0
2015-01-04 20:08:00,3,899.92,95.41,1.0
2015-01-04 20:29:00,5,629.94,30.6,1.0
2015-01-04 20:50:00,1,199.99,69.69,1.0
2015-01-04 21:11:00,1,299.97,36.67,1.0
2015-01-04 21:32:00,2,239.96,15.31,1.0
2015-01-04 21:53:00,1,150.0,41.16,1.0
2015-01-04 22:35:00,5,889.87,32.85,0.0
2015-01-04 22:56:00,1,191.96,50.66,0.0
2015-01-04 23:17:00,3,629.96,13.81,0.0
2015-01-04 23:38:00,3,459.96,43.97,1.0
2015-01-04 23:59:00,4,1029.89,79.2,1.0
2015-01-05 00:41:00,2,209.97,-35.13,0.0
2015-01-05 01:02:00,4,735.88,23.3,0.0
2015-01-05 01:23:00,1,199.98,45.0,1.0
2015-01-05 01:44:00,1,129.99,55.6,1.0
2015-01-05 02:05:00,4,989.85,37.71,0.0
2015-01-05 02:26:00,1,299.95,86.09,0.0
2015-01-05 02:47:00,4,569.86,-21.17,1.0
2015-01-05 03:08:00,5,1349.83,58.2,1.0
2015-01-05 03:29:00,2,329.98,64.06,1.0
2015-01-05 03:50:00,3,389.97,14.37,0.0
2015-01-05 04:11:00,5,1089.89,-13.49,1.0
2015-01-05 04:32:00,1,99.99,22.5,1.0
2015-01-05 04:53:00,5,1229.9,42.63,1.0
2015-01-05 05:14:00,2,265.92,10.52,1.0
2015-01-05 05:57:00,5,1299.86,12.9,0.0
2015-01-05 06:18:00,3,419.94,-16.24,0.0
2015-01-05 06:39:00,3,609.84,34.33,1.0
2015-01-05 07:00:00,1,199.95,-119.97,1.0
2015-01-05 07:21:00,2,139.96,26.43,1.0
2015-01-05 07:42:00,4,674.88,-33.29,0.0
2015-01-05 08:24:00,1,39.99,19.0,1.0
2015-01-05 08:45:00,3,544.96,-134.66,1.0
2015-01-05 09:06:00,2,439.97,78.45,0.0
2015-01-05 09:27:00,3,479.95,63.12,0.0
2015-01-05 09:48:00,2,449.99,20.07,0.0
2015-01-05 10:09:00,4,1019.9,77.82,1.0
2015-01-05 10:30:00,1,44.99,13.07,1.0
2015-01-05 10:51:00,2,229.98,38.9,0.0
2015-01-05 11:12:00,5,849.92,19.15,1.0
2015-01-05 11:33:00,2,539.91,92.48,1.0
2015-01-05 12:36:00,5,1045.81,22.39,0.0
2015-01-05 12:57:00,2,374.95,7.17,1.0
2015-01-05 13:18:00,2,179.94,-26.54,1.0
2015-01-05 13:39:00,4,744.95,-4.19,1.0
2015-01-05 14:00:00,4,809.88,31.6,1.0
2015-01-05 14:21:00,1,129.99,35.15,0.0
2015-01-05 15:03:00,1,129.99,52.23,1.0
2015-01-05 15:24:00,2,319.92,54.43,1.0
2015-01-05 15:45:00,2,329.98,51.43,0.0
2015-01-05 16:06:00,1,299.95,125.26,0.0
2015-01-05 16:48:00,4,959.84,-109.3,1.0
2015-01-05 17:09:00,3,849.9,88.46,1.0
2015-01-05 17:30:00,2,277.9,-68.75,1.0
2015-01-05 17:51:00,2,319.94,37.81,0.0
2015-01-05 18:12:00,5,839.92,-4.88,0.0
2015-01-05 18:33:00,3,484.93,-63.6,0.0
2015-01-05 19:15:00,5,709.9,9.05,1.0
2015-01-05 19:57:00,3,649.94,68.18,1.0
2015-01-05 20:18:00,4,689.94,42.27,0.0
2015-01-05 20:39:00,2,599.95,112.33,1.0
2015-01-05 21:00:00,5,1199.82,43.5,1.0
2015-01-05 21:21:00,1,299.98,89.63,0.0
2015-01-05 21:42:00,2,399.9,23.86,0.0
2015-01-05 22:03:00,4,1099.86,44.56,0.0
2015-01-05 22:24:00,4,745.91,24.6,1.0
2015-01-05 23:28:00,1,119.98,26.2,1.0
2015-01-05 23:49:00,3,579.99,32.84,1.0
2015-01-06 00:31:00,3,1099.94,93.83,1.0
2015-01-06 01:13:00,1,150.0,-40.56,1.0
2015-01-06 01:34:00,1,199.99,56.26,0.0
2015-01-06 01:55:00,4,929.93,45.58,1.0
2015-01-06 02:16:00,5,829.85,20.98,1.0
2015-01-06 02:37:00,5,1043.84,62.35,0.0
2015-01-06 02:58:00,5,1159.89,-67.06,0.0
2015-01-06 03:19:00,4,559.86,43.37,0.0
2015-01-06 03:40:00,1,299.98,70.47,1.0
2015-01-06 04:01:00,2,549.88,-7.59,1.0
2015-01-06 04:22:00,4,589.9,30.35,0.0
2015-01-06 04:43:00,2,227.98,-26.22,1.0
2015-01-06 05:04:00,4,599.85,26.21,1.0
2015-01-06 05:25:00,5,863.89,61.56,1.0
2015-01-06 05:46:00,5,809.83,15.7,1.0
2015-01-06 06:28:00,4,929.96,-252.05,0.0
2015-01-06 06:49:00,4,999.93,-223.32,0.0
2015-01-06 07:10:00,2,449.98,107.44,1.0
2015-01-06 07:31:00,1,129.99,1.26,1.0
2015-01-06 07:52:00,3,509.95,16.31,0.0
2015-01-06 08:13:00,5,999.86,43.26,0.0
2015-01-06 08:34:00,4,709.9,-18.89,0.0
2015-01-06 09:16:00,2,359.94,-68.79,1.0
2015-01-06 09:58:00,2,429.97,49.53,0.0
2015-01-06 10:19:00,4,619.96,57.92,1.0
2015-01-06 11:01:00,2,94.99,21.35,1.0
2015-01-06 11:22:00,4,789.92,-70.64,0.0
2015-01-06 11:43:00,1,199.99,2.04,1.0
2015-01-06 12:04:00,4,401.93,18.14,1.0
2015-01-06 13:07:00,1,99.95,7.2,0.0
2015-01-06 13:28:00,2,699.95,133.79,1.0
2015-01-06 13:49:00,3,529.93,10.04,1.0
2015-01-06 14:10:00,4,1039.9,31.14,1.0
2015-01-06 14:31:00,5,739.9,37.84,1.0
2015-01-06 14:52:00,2,549.92,20.46,0.0
2015-01-06 15:13:00,1,249.9,89.03,0.0
2015-01-06 15:35:00,1,119.97,47.51,0.0
2015-01-06 15:56:00,3,699.81,13.47,1.0
2015-01-06 16:17:00,4,719.93,50.01,1.0
2015-01-06 16:38:00,1,129.99,19.19,0.0
2015-01-06 16:59:00,5,1209.84,8.65,0.0
2015-01-06 17:20:00,1,299.98,-17.95,0.0
2015-01-06 17:41:00,1,50.0,4.0,1.0
2015-01-06 18:02:00,1,120.0,46.46,1.0
2015-01-06 18:23:00,2,283.0,14.12,0.0
2015-01-06 18:44:00,2,263.97,42.88,0.0
2015-01-06 19:05:00,4,1049.94,58.9,0.0
2015-01-06 19:26:00,5,1259.87,-63.78,1.0
2015-01-06 20:08:00,1,129.99,29.48,0.0
2015-01-06 20:29:00,3,799.82,50.41,0.0
2015-01-06 20:50:00,5,1029.86,-34.78,0.0
2015-01-06 21:11:00,5,1209.83,-39.02,1.0
2015-01-06 21:32:00,4,699.84,56.22,1.0
2015-01-06 22:14:00,3,379.89,-51.94,0.0
2015-01-06 22:35:00,1,59.99,18.81,0.0
2015-01-06 22:56:00,2,229.98,31.89,1.0
2015-01-06 23:17:00,1,499.95,-303.45,1.0
2015-01-06 23:38:00,3,699.93,6.65,0.0
2015-01-07 00:20:00,5,839.81,39.52,0.0
2015-01-07 00:41:00,5,959.93,70.44,1.0
2015-01-07 01:02:00,3,277.97,24.97,1.0
2015-01-07 01:23:00,1,199.99,-66.24,1.0
2015-01-07 01:44:00,5,1379.88,84.62,1.0
2015-01-07 02:05:00,3,579.97,25.89,0.0
2015-01-07 02:26:00,4,899.94,22.22,1.0
2015-01-07 03:08:00,1,399.98,123.03,0.0
2015-01-07 03:29:00,2,599.9,39.98,0.0
2015-01-07 03:50:00,2,549.88,116.55,0.0
2015-01-07 04:11:00,1,179.97,58.58,1.0
2015-01-07 04:32:00,1,99.96,9.5,1.0
2015-01-07 05:14:00,5,879.84,52.02,1.0
2015-01-07 05:35:00,4,639.95,-88.64,0.0
2015-01-07 05:56:00,3,564.91,32.4,1.0
2015-01-07 06:17:00,5,899.91,31.14,1.0
2015-01-07 06:38:00,2,639.94,45.11,1.0
2015-01-07 06:59:00,2,253.96,38.69,1.0
2015-01-07 07:20:00,1,150.0,-27.16,1.0
2015-01-07 08:24:00,3,629.9,63.06,0.0
2015-01-07 08:45:00,4,849.93,33.82,0.0
2015-01-07 09:06:00,1,119.98,-90.7,0.0
2015-01-07 10:09:00,4,1129.88,-37.11,0.0
2015-01-07 10:30:00,5,1229.91,90.48,0.0
2015-01-07 10:51:00,3,899.94,95.33,1.0
2015-01-07 11:12:00,1,399.98,178.47,0.0
2015-01-07 11:54:00,1,399.98,180.31,0.0
2015-01-07 12:15:00,1,299.98,30.03,1.0
2015-01-07 12:57:00,4,659.97,-5.84,1.0
2015-01-07 13:18:00,1,50.0,16.01,1.0
2015-01-07 13:39:00,5,1079.82,2.19,0.0
2015-01-07 14:21:00,1,399.98,118.79,0.0
2015-01-07 14:42:00,1,199.99,-23.46,1.0
2015-01-07 15:03:00,4,819.9,52.74,1.0
2015-01-07 15:24:00,4,699.86,-12.73,0.0
2015-01-07 16:06:00,4,639.87,18.17,0.0
2015-01-07 16:27:00,2,299.96,9.26,1.0
2015-01-07 17:09:00,1,399.98,-17.1,0.0
2015-01-07 17:30:00,2,599.97,40.88,0.0
2015-01-07 17:51:00,4,829.92,44.35,0.0
2015-01-07 18:33:00,3,359.94,30.32,1.0
2015-01-07 18:54:00,5,899.94,15.24,1.0
2015-01-07 19:15:00,5,759.84,22.85,0.0
2015-01-07 19:36:00,3,724.95,41.42,1.0
2015-01-07 20:18:00,4,499.84,41.33,1.0
2015-01-07 20:39:00,2,169.98,8.93,0.0
2015-01-07 21:00:00,3,589.97,-107.62,0.0
2015-01-07 21:21:00,3,849.88,111.15,0.0
2015-01-07 21:42:00,5,774.82,-32.04,1.0
2015-01-07 22:03:00,2,649.89,134.05,1.0
2015-01-07 22:24:00,1,199.99,62.86,0.0
2015-01-07 22:45:00,5,1249.91,-216.54,0.0
2015-01-07 23:06:00,1,199.99,86.4,1.0
2015-01-07 23:27:00,4,749.96,57.46,1.0
2015-01-07 23:48:00,4,609.93,41.84,1.0
2015-01-08 00:09:00,1,100.0,44.42,0.0
2015-01-08 00:30:00,1,30.0,9.73,1.0
2015-01-08 00:51:00,3,659.92,62.08,0.0
2015-01-08 01:12:00,2,599.96,60.34,1.0
2015-01-08 01:34:00,5,1159.94,5.23,1.0
2015-01-08 01:55:00,5,1179.86,42.46,0.0
2015-01-08 02:16:00,4,759.95,60.44,1.0
2015-01-08 02:37:00,1,299.98,18.0,1.0
2015-01-08 02:58:00,1,299.98,18.45,1.0
2015-01-08 03:19:00,2,459.97,22.44,1.0
2015-01-08 03:40:00,2,299.99,67.11,0.0
2015-01-08 04:01:00,4,1029.93,-14.89,1.0
2015-01-08 04:22:00,4,1129.94,87.16,1.0
2015-01-08 04:43:00,2,279.93,-97.61,1.0
2015-01-08 05:04:00,3,929.92,69.44,1.0
2015-01-08 05:25:00,5,441.95,20.33,0.0
2015-01-08 05:46:00,1,44.97,10.33,0.0
2015-01-08 06:07:00,2,429.97,-86.09,0.0
2015-01-08 06:28:00,4,599.97,25.55,1.0
2015-01-08 06:49:00,5,589.91,37.14,1.0
2015-01-08 07:10:00,1,199.95,82.78,0.0
2015-01-08 07:31:00,1,31.98,-74.83,0.0
2015-01-08 07:52:00,2,399.98,51.94,0.0
2015-01-08 08:13:00,4,839.89,73.97,1.0
2015-01-08 08:34:00,1,199.92,-22.11,1.0
2015-01-08 08:55:00,5,939.95,57.02,0.0
2015-01-08 09:37:00,4,934.91,86.51,0.0
2015-01-08 09:58:00,4,849.9,-144.77,1.0
2015-01-08 10:19:00,4,849.91,4.56,1.0
2015-01-08 10:40:00,3,469.91,10.21,0.0
2015-01-08 11:01:00,2,459.97,-16.64,0.0
2015-01-08 11:22:00,4,579.94,-55.79,0.0
2015-01-08 12:04:00,1,399.98,93.9,1.0
2015-01-08 12:25:00,3,729.97,5.79,0.0
2015-01-08 12:46:00,5,1209.91,-17.66,0.0
2015-01-08 13:07:00,1,299.98,33.75,0.0
2015-01-08 13:28:00,2,349.93,-40.69,1.0
2015-01-08 13:49:00,2,499.98,65.25,1.0
2015-01-08 14:10:00,4,909.86,4.94,0.0
2015-01-08 14:31:00,2,369.98,18.77,1.0
2015-01-08 15:13:00,4,439.88,29.96,1.0
2015-01-08 15:34:00,4,644.91,14.78,1.0
2015-01-08 15:55:00,1,129.99,41.43,0.0
2015-01-08 16:16:00,4,529.9,19.59,0.0
2015-01-08 16:37:00,2,529.97,55.44,0.0
2015-01-08 16:58:00,5,889.92,58.3,1.0
2015-01-08 17:19:00,4,879.95,-213.03,1.0
2015-01-08 17:40:00,2,499.9,-65.74,1.0
2015-01-08 18:01:00,3,759.86,45.45,1.0
2015-01-08 18:44:00,1,50.0,12.0,1.0
2015-01-08 19:05:00,3,749.93,46.62,1.0
2015-01-08 19:26:00,4,969.88,10.26,0.0
2015-01-08 19:47:00,4,849.96,15.76,0.0
2015-01-08 20:08:00,5,1119.86,14.71,0.0
2015-01-08 20:29:00,3,499.94,-13.34,1.0
2015-01-08 20:50:00,4,609.93,66.61,1.0
2015-01-08 21:11:00,1,299.98,-81.5,0.0
2015-01-08 21:32:00,4,509.95,24.12,0.0
2015-01-08 21:53:00,2,189.98,7.65,0.0
2015-01-08 22:14:00,2,529.97,97.57,1.0
2015-01-08 22:35:00,3,449.95,15.91,1.0
2015-01-08 22:56:00,5,674.94,-11.89,0.0
2015-01-08 23:17:00,4,629.87,-10.14,1.0
2015-01-08 23:38:00,3,409.98,2.6,0.0
2015-01-08 23:59:00,5,889.93,52.78,1.0
2015-01-09 00:20:00,2,479.95,69.63,1.0
2015-01-09 00:41:00,3,469.94,10.39,0.0
2015-01-09 01:02:00,1,49.98,3.69,0.0
2015-01-09 01:44:00,1,250.0,-264.56,1.0
2015-01-09 02:05:00,3,719.94,18.99,1.0
2015-01-09 02:26:00,4,629.96,-2.19,1.0
2015-01-09 02:47:00,4,744.92,60.1,1.0
2015-01-09 03:08:00,1,399.98,-126.33,1.0
2015-01-09 03:50:00,3,411.98,-0.55,1.0
2015-01-09 04:11:00,1,100.0,34.4,0.0
2015-01-09 04:32:00,3,679.97,21.4,0.0
2015-01-09 04:53:00,2,329.98,21.05,0.0
2015-01-09 05:35:00,2,374.9,77.54,1.0
2015-01-09 06:17:00,2,199.97,40.62,0.0
2015-01-09 06:38:00,4,689.88,17.75,0.0
2015-01-09 07:41:00,3,539.92,45.88,0.0
2015-01-09 08:02:00,2,529.97,68.93,0.0
2015-01-09 09:05:00,2,309.89,43.66,1.0
2015-01-09 09:47:00,2,159.98,26.26,0.0
2015-01-09 10:29:00,2,463.96,26.04,1.0
2015-01-09 10:50:00,4,1199.91,-138.01,0.0
2015-01-09 11:11:00,2,599.97,16.0,0.0
2015-01-09 11:33:00,2,699.94,126.28,1.0
2015-01-09 11:54:00,3,714.81,66.54,1.0
2015-01-09 12:15:00,1,199.99,95.06,1.0
2015-01-09 12:36:00,2,189.98,6.01,1.0
2015-01-09 12:57:00,2,249.96,43.36,0.0
2015-01-09 13:18:00,4,899.87,60.3,0.0
2015-01-09 14:00:00,4,829.95,27.57,1.0
2015-01-09 14:42:00,1,51.99,5.87,0.0
2015-01-09 15:03:00,4,869.9,42.05,0.0
2015-01-09 15:24:00,3,609.94,15.77,0.0
2015-01-09 15:45:00,2,599.98,52.51,1.0
2015-01-09 16:06:00,4,859.91,28.08,1.0
2015-01-09 16:27:00,3,729.96,67.76,0.0
2015-01-09 17:30:00,4,1024.93,67.75,1.0
2015-01-09 17:51:00,4,937.78,7.3,1.0
2015-01-09 18:12:00,2,130.0,23.74,0.0
2015-01-09 18:33:00,3,689.85,57.43,0.0
2015-01-09 18:54:00,1,129.99,40.28,0.0
2015-01-09 19:15:00,2,279.93,36.2,1.0
